order_id,order_date,customer_id,category,product_sku,quantity,unit_price,total,payment_method,status
PO-20637,2025-07-07,C2022,Hardware,HAR-768,1,48.81,48.81,ach,completed
PO-20638,2026-01-24,C3005,Hardware,HAR-540,10,78.35,783.5,card,completed
PO-20639,2025-06-04,C3005,Safety Gear,SAF-645,5,41.31,206.55,card,completed
PO-20640,2025-11-28,C1024,Office,OFF-553,2,100.03,200.06,card,refunded
PO-20641,2025-06-24,C2007,Hardware,HAR-289,1,79.04,79.04,card,completed
PO-20642,2026-03-02,C1077,Hardware,HAR-336,2,36.43,72.86,card,completed
PO-20643,2025-12-27,C1052,Office,OFF-288,3,63.04,189.12,card,completed
PO-20644,2025-05-08,C1056,Office,OFF-522,1,83.19,83.19,card,completed
PO-20645,2026-03-12,C3009,Cleaning,CLE-804,1,30.71,30.71,card,completed
PO-20646,2025-11-11,C3000,Cleaning,CLE-726,5,36.88,184.4,card,completed
PO-20647,2026-01-22,C2012,Tools,TOO-562,1,339.05,339.05,ach,completed
PO-20648,2025-05-21,C2009,Safety Gear,SAF-496,1,133.52,133.52,card,completed
PO-20649,2025-09-24,C3007,Cleaning,CLE-270,1,39.11,39.11,card,completed
PO-20650,2026-03-27,C2012,Cleaning,CLE-192,2,12.11,24.22,ach,completed
PO-20651,2025-05-13,C1041,Hardware,HAR-564,1,60.46,60.46,card,completed
PO-20652,2026-04-20,C3005,Electrical,ELE-828,2,331.72,663.44,card,completed
PO-20653,2025-06-13,C2012,Safety Gear,SAF-824,1,162.39,162.39,card,completed
PO-20654,2025-05-23,C1006,Hardware,HAR-443,1,56.85,56.85,card,completed
PO-20655,2025-12-15,C2008,Office,OFF-741,1,108.64,108.64,invoice,completed
PO-20656,2025-05-07,C1075,Cleaning,CLE-609,3,35.35,106.05,card,completed
PO-20657,2026-04-03,C3004,Cleaning,CLE-564,1,10.29,10.29,card,completed
PO-20658,2026-03-14,C3000,Electrical,ELE-670,3,117.21,351.63,card,completed
PO-20659,2025-07-14,C1053,Tools,TOO-783,1,247.1,247.1,card,completed
PO-20660,2025-07-31,C3002,Hardware,HAR-788,1,56.94,56.94,card,completed
PO-20661,2025-12-20,C3006,Office,OFF-136,1,41.52,41.52,card,completed
PO-20662,2026-02-06,C2016,Tools,TOO-399,1,85.88,85.88,ach,completed
PO-20663,2025-08-16,C2002,Electrical,ELE-314,2,75.91,151.82,ach,completed
PO-20664,2026-01-03,C2010,Electrical,ELE-805,2,361.04,722.08,ach,completed
PO-20665,2025-09-10,C2023,Safety Gear,SAF-688,10,83.69,836.9,card,completed
PO-20666,2026-03-20,C3000,Cleaning,CLE-604,3,53.72,161.16,card,completed
PO-20667,2025-06-30,C3006,Tools,TOO-576,2,84.51,169.02,ach,completed
PO-20668,2025-05-24,C3004,Office,OFF-458,1,79.4,79.4,card,completed
PO-20669,2025-06-04,C2012,Office,OFF-407,1,44.28,44.28,card,completed
PO-20670,2026-02-16,C2015,Safety Gear,SAF-129,3,54.92,164.76,ach,completed
PO-20671,2025-05-19,C3007,Electrical,ELE-239,1,293.42,293.42,ach,completed
PO-20672,2025-11-28,C2006,Tools,TOO-955,1,234.26,234.26,card,completed
PO-20673,2026-02-20,C1003,Electrical,ELE-439,2,402.97,805.94,card,completed
PO-20674,2025-10-21,C2024,Cleaning,CLE-741,1,14.96,14.96,card,completed
PO-20675,2025-10-05,C3005,Electrical,ELE-978,1,43.28,43.28,card,completed
PO-20676,2025-12-18,C3001,Office,OFF-321,1,27.6,27.6,card,completed
PO-20677,2025-12-14,C2010,Cleaning,CLE-612,1,24.37,24.37,card,completed
PO-20678,2025-07-13,C3007,Tools,TOO-941,10,217.91,2179.1,invoice,completed
PO-20679,2025-11-15,C3005,Safety Gear,SAF-218,1,187.82,187.82,card,completed
PO-20680,2025-12-26,C2006,Tools,TOO-633,2,294.76,589.52,card,cancelled
PO-20681,2025-10-12,C1019,Hardware,HAR-297,1,48.19,48.19,ach,completed
PO-20682,2025-07-20,C2017,Office,OFF-217,1,77.77,77.77,card,completed
PO-20683,2025-10-11,C1078,Office,OFF-244,5,98.05,490.25,card,completed
PO-20684,2025-10-21,C1006,Safety Gear,SAF-554,1,25.22,25.22,invoice,completed
PO-20685,2025-06-14,C3009,Cleaning,CLE-501,1,38.19,38.19,card,completed
PO-20686,2025-10-30,C1059,Office,OFF-440,3,87.84,263.52,card,completed
PO-20687,2026-02-15,C2020,Hardware,HAR-195,3,74.54,223.62,card,completed
PO-20688,2026-04-29,C1046,Cleaning,CLE-581,1,18.08,18.08,ach,completed
PO-20689,2025-10-17,C2005,Office,OFF-564,1,15.32,15.32,card,completed
PO-20690,2025-09-22,C3005,Office,OFF-718,1,64.89,64.89,card,completed
PO-20691,2026-02-09,C1031,Electrical,ELE-172,2,253.75,507.5,card,completed
PO-20692,2026-02-05,C2013,Hardware,HAR-593,1,35.17,35.17,ach,completed
PO-20693,2026-02-15,C3009,Office,OFF-657,2,27.39,54.78,card,refunded
PO-20694,2026-01-05,C1051,Tools,TOO-706,1,154.0,154.0,card,completed
PO-20695,2025-06-05,C2021,Safety Gear,SAF-211,2,127.35,254.7,ach,completed
PO-20696,2025-06-01,C3002,Tools,TOO-322,3,342.23,1026.69,invoice,completed
PO-20697,2026-04-04,C1040,Hardware,HAR-563,1,38.52,38.52,card,completed
PO-20698,2025-10-01,C3005,Safety Gear,SAF-913,5,74.82,374.1,invoice,completed
PO-20699,2025-06-15,C1070,Safety Gear,SAF-108,2,111.88,223.76,ach,completed
PO-20700,2025-05-28,C3003,Tools,TOO-820,1,372.86,372.86,card,completed
PO-20701,2025-12-08,C1022,Cleaning,CLE-740,1,26.67,26.67,card,completed
PO-20702,2025-11-13,C1009,Office,OFF-960,1,40.31,40.31,ach,completed
PO-20703,2026-03-28,C1082,Tools,TOO-247,2,208.04,416.08,card,completed
PO-20704,2025-11-29,C2014,Electrical,ELE-718,5,291.76,1458.8,card,completed
PO-20705,2025-08-04,C2013,Cleaning,CLE-719,1,32.9,32.9,ach,completed
PO-20706,2026-02-04,C1061,Safety Gear,SAF-475,1,26.82,26.82,card,completed
PO-20707,2026-04-19,C3007,Tools,TOO-245,2,221.35,442.7,ach,cancelled
PO-20708,2026-01-20,C3001,Tools,TOO-635,3,74.63,223.89,card,refunded
PO-20709,2026-04-16,C2000,Electrical,ELE-652,2,161.25,322.5,card,completed
PO-20710,2025-12-27,C1004,Cleaning,CLE-687,2,28.73,57.46,invoice,completed
PO-20711,2026-04-21,C2005,Safety Gear,SAF-867,1,161.3,161.3,card,completed
PO-20712,2026-02-18,C2004,Tools,TOO-772,10,315.98,3159.8,card,completed
PO-20713,2026-01-14,C3000,Tools,TOO-971,2,129.44,258.88,card,completed
PO-20714,2025-06-27,C3004,Safety Gear,SAF-278,5,153.01,765.05,card,completed
PO-20715,2026-04-24,C3009,Hardware,HAR-596,1,47.86,47.86,card,completed
PO-20716,2025-07-18,C3002,Cleaning,CLE-870,10,47.6,476.0,card,completed
PO-20717,2025-08-16,C1059,Safety Gear,SAF-851,3,29.78,89.34,card,completed
PO-20718,2025-11-21,C3007,Cleaning,CLE-864,5,55.81,279.05,card,completed
PO-20719,2025-09-12,C2010,Hardware,HAR-643,3,12.81,38.43,invoice,completed
PO-20720,2026-01-27,C2020,Electrical,ELE-142,1,253.14,253.14,card,completed
PO-20721,2025-09-17,C2021,Office,OFF-376,1,19.01,19.01,card,completed
PO-20722,2025-09-01,C3005,Electrical,ELE-788,1,111.87,111.87,card,completed
PO-20723,2026-02-05,C1057,Tools,TOO-788,1,67.76,67.76,card,completed
PO-20724,2025-10-27,C1076,Hardware,HAR-842,1,25.13,25.13,card,completed
PO-20725,2026-04-02,C1084,Hardware,HAR-713,2,60.15,120.3,card,completed
PO-20726,2026-03-28,C1084,Safety Gear,SAF-922,5,181.28,906.4,card,completed
PO-20727,2025-06-08,C3005,Electrical,ELE-564,5,146.08,730.4,card,completed
PO-20728,2025-09-09,C3004,Hardware,HAR-899,1,64.84,64.84,card,completed
PO-20729,2025-09-13,C1062,Hardware,HAR-551,1,78.6,78.6,card,completed
PO-20730,2025-06-25,C3001,Hardware,HAR-653,2,26.85,53.7,card,completed
PO-20731,2025-05-18,C1081,Tools,TOO-172,1,128.95,128.95,card,completed
PO-20732,2025-05-01,C2016,Tools,TOO-780,1,95.79,95.79,card,completed
PO-20733,2026-04-28,C2000,Cleaning,CLE-589,1,51.58,51.58,ach,completed
PO-20734,2025-11-13,C2001,Cleaning,CLE-224,1,56.49,56.49,card,completed
PO-20735,2026-03-20,C3004,Electrical,ELE-192,1,388.4,388.4,card,completed
PO-20736,2026-03-28,C3001,Hardware,HAR-280,1,77.79,77.79,card,completed
PO-20737,2026-03-19,C1024,Electrical,ELE-467,1,401.79,401.79,card,completed
PO-20738,2025-05-13,C2017,Electrical,ELE-707,1,193.28,193.28,ach,completed
PO-20739,2025-12-17,C1083,Tools,TOO-137,1,158.14,158.14,ach,completed
PO-20740,2026-04-07,C2002,Safety Gear,SAF-569,5,176.64,883.2,card,refunded
PO-20741,2025-05-19,C1083,Electrical,ELE-244,1,38.01,38.01,invoice,completed
PO-20742,2025-07-06,C2005,Tools,TOO-276,2,348.06,696.12,ach,completed
PO-20743,2026-02-27,C1025,Tools,TOO-937,3,83.25,249.75,card,completed
PO-20744,2025-11-22,C3009,Office,OFF-223,10,72.51,725.1,card,completed
PO-20745,2025-07-28,C2005,Office,OFF-164,1,23.82,23.82,card,completed
PO-20746,2025-05-21,C1062,Hardware,HAR-202,2,54.99,109.98,card,completed
PO-20747,2025-06-11,C2024,Tools,TOO-107,1,74.86,74.86,card,completed
PO-20748,2025-12-30,C2001,Hardware,HAR-246,2,47.57,95.14,card,completed
PO-20749,2026-03-02,C2000,Hardware,HAR-834,1,76.62,76.62,card,completed
PO-20750,2026-02-10,C3008,Hardware,HAR-296,1,48.05,48.05,card,completed
PO-20751,2026-01-15,C1019,Hardware,HAR-575,2,56.83,113.66,card,completed
PO-20752,2026-04-16,C2006,Cleaning,CLE-609,1,42.19,42.19,card,completed
PO-20753,2025-12-19,C2003,Tools,TOO-206,2,354.83,709.66,card,completed
PO-20754,2025-06-06,C3005,Hardware,HAR-838,1,51.42,51.42,card,refunded
PO-20755,2025-08-26,C2007,Tools,TOO-433,1,124.43,124.43,card,completed
PO-20756,2025-06-07,C2012,Cleaning,CLE-699,1,54.09,54.09,card,completed
PO-20757,2025-08-08,C2008,Electrical,ELE-467,10,114.93,1149.3,card,completed
PO-20758,2025-07-09,C3009,Tools,TOO-972,1,185.1,185.1,ach,completed
PO-20759,2025-07-20,C1066,Electrical,ELE-726,5,272.81,1364.05,card,completed
PO-20760,2026-01-06,C3003,Hardware,HAR-705,1,43.47,43.47,card,completed
PO-20761,2025-09-04,C3000,Office,OFF-544,1,107.88,107.88,card,completed
PO-20762,2025-11-30,C2022,Tools,TOO-581,2,213.91,427.82,card,completed
PO-20763,2025-06-20,C2006,Cleaning,CLE-607,1,36.16,36.16,card,refunded
PO-20764,2025-07-07,C2022,Office,OFF-402,1,119.88,119.88,card,completed
PO-20765,2025-12-22,C2011,Electrical,ELE-697,1,221.03,221.03,ach,completed
PO-20766,2026-03-17,C2001,Cleaning,CLE-820,2,52.46,104.92,card,completed
PO-20767,2025-09-29,C3001,Cleaning,CLE-870,1,57.09,57.09,card,completed
PO-20768,2026-03-14,C3001,Office,OFF-853,5,65.65,328.25,invoice,completed
PO-20769,2025-05-21,C3002,Office,OFF-475,1,70.58,70.58,card,completed
PO-20770,2025-10-19,C3003,Hardware,HAR-652,1,44.54,44.54,invoice,completed
PO-20771,2025-08-24,C1044,Office,OFF-461,3,64.4,193.2,card,completed
PO-20772,2025-12-18,C3007,Safety Gear,SAF-949,1,147.77,147.77,card,completed
PO-20773,2026-03-14,C1058,Office,OFF-919,2,85.64,171.28,invoice,completed
PO-20774,2025-06-14,C1014,Tools,TOO-500,3,141.6,424.8,invoice,completed
PO-20775,2026-04-22,C1069,Hardware,HAR-608,1,25.89,25.89,invoice,completed
PO-20776,2025-07-07,C1029,Cleaning,CLE-455,1,45.84,45.84,card,completed
PO-20777,2026-01-22,C2021,Electrical,ELE-443,1,173.97,173.97,card,completed
PO-20778,2026-04-22,C1033,Safety Gear,SAF-962,1,102.44,102.44,card,completed
PO-20779,2025-08-25,C1021,Cleaning,CLE-480,10,47.57,475.7,card,completed
PO-20780,2026-03-13,C3002,Hardware,HAR-828,1,24.4,24.4,card,completed
PO-20781,2025-07-22,C2006,Hardware,HAR-219,1,33.53,33.53,card,completed
PO-20782,2026-02-12,C2005,Electrical,ELE-135,2,440.77,881.54,card,completed
PO-20783,2026-01-29,C3005,Office,OFF-224,5,53.31,266.55,card,completed
PO-20784,2025-07-19,C2009,Tools,TOO-856,1,214.98,214.98,card,completed
PO-20785,2026-02-18,C3007,Electrical,ELE-250,2,335.99,671.98,invoice,completed
PO-20786,2025-05-21,C2002,Hardware,HAR-794,1,32.95,32.95,card,completed
PO-20787,2025-10-15,C1002,Tools,TOO-722,2,240.45,480.9,card,cancelled
PO-20788,2025-06-12,C2015,Safety Gear,SAF-969,1,140.88,140.88,card,completed
PO-20789,2025-10-10,C1054,Safety Gear,SAF-719,1,30.09,30.09,card,completed
PO-20790,2025-05-07,C1056,Office,OFF-453,1,117.48,117.48,ach,completed
PO-20791,2025-11-29,C1075,Office,OFF-267,3,116.68,350.04,card,completed
PO-20792,2026-03-03,C1075,Tools,TOO-247,1,204.0,204.0,ach,completed
PO-20793,2025-11-26,C3003,Electrical,ELE-379,1,263.44,263.44,ach,cancelled
PO-20794,2025-08-04,C2017,Cleaning,CLE-396,1,8.28,8.28,ach,completed
PO-20795,2025-05-02,C3004,Hardware,HAR-368,1,55.56,55.56,card,completed
PO-20796,2025-09-03,C3009,Tools,TOO-222,2,210.17,420.34,invoice,completed
PO-20797,2026-01-02,C3005,Safety Gear,SAF-546,3,133.04,399.12,card,completed
PO-20798,2026-01-18,C2022,Electrical,ELE-689,1,139.01,139.01,card,completed
PO-20799,2025-07-09,C1037,Office,OFF-267,1,48.45,48.45,card,completed
